# orig id, path to csv with max 50 dimensions, path to settings, path to preprocessing settings, orig data paths, preprocessing data path
hurricane-0-0,"3_visData/hurricane-0/hurricane-0-0_DimRed-PCA_random_state_42_SFalse/data_hurricane-0-0.points","3_visData/hurricane-0/hurricane-0-0_DimRed-PCA_random_state_42_SFalse/data_hurricane-0-0.toml","3_visData/hurricane-0/hurricane-0-0_DimRed-PCA_random_state_42_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-1,"3_visData/hurricane-0/hurricane-0-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/data_hurricane-0-1.points","3_visData/hurricane-0/hurricane-0-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/data_hurricane-0-1.toml","3_visData/hurricane-0/hurricane-0-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-2,"3_visData/hurricane-0/hurricane-0-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/data_hurricane-0-2.points","3_visData/hurricane-0/hurricane-0-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/data_hurricane-0-2.toml","3_visData/hurricane-0/hurricane-0-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-3,"3_visData/hurricane-0/hurricane-0-3_DimRed-tSNE_perplexity_10-metric_euclidean-random_state_42_SFalse/data_hurricane-0-3.points","3_visData/hurricane-0/hurricane-0-3_DimRed-tSNE_perplexity_10-metric_euclidean-random_state_42_SFalse/data_hurricane-0-3.toml","3_visData/hurricane-0/hurricane-0-3_DimRed-tSNE_perplexity_10-metric_euclidean-random_state_42_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-4,"3_visData/hurricane-0/hurricane-0-4_DimRed-tSNE_perplexity_30-metric_euclidean-random_state_42_SFalse/data_hurricane-0-4.points","3_visData/hurricane-0/hurricane-0-4_DimRed-tSNE_perplexity_30-metric_euclidean-random_state_42_SFalse/data_hurricane-0-4.toml","3_visData/hurricane-0/hurricane-0-4_DimRed-tSNE_perplexity_30-metric_euclidean-random_state_42_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-5,"3_visData/hurricane-0/hurricane-0-5_DimRed-tSNE_perplexity_50-metric_euclidean-random_state_42_SFalse/data_hurricane-0-5.points","3_visData/hurricane-0/hurricane-0-5_DimRed-tSNE_perplexity_50-metric_euclidean-random_state_42_SFalse/data_hurricane-0-5.toml","3_visData/hurricane-0/hurricane-0-5_DimRed-tSNE_perplexity_50-metric_euclidean-random_state_42_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-0-6,"3_visData/hurricane-0/hurricane-0-6_DimRed-UMAP_random_state_42_SFalse/data_hurricane-0-6.points","3_visData/hurricane-0/hurricane-0-6_DimRed-UMAP_random_state_42_SFalse/data_hurricane-0-6.toml","3_visData/hurricane-0/hurricane-0-6_DimRed-UMAP_random_state_42_SFalse/hurricane-0_PCA50_original_.toml",[data/resize],images,2_preprocessedData\original\hurricane-0_PCA50_original.csv
hurricane-1-0,"3_visData/hurricane-1/hurricane-1-0_DimRed-PCA_random_state_42_SFalse/data_hurricane-1-0.points","3_visData/hurricane-1/hurricane-1-0_DimRed-PCA_random_state_42_SFalse/data_hurricane-1-0.toml","3_visData/hurricane-1/hurricane-1-0_DimRed-PCA_random_state_42_SFalse/hurricane-1_PCA50_standardization_.toml",[data/resize],images,2_preprocessedData\standardization\hurricane-1_PCA50_standardization.csv
hurricane-1-1,"3_visData/hurricane-1/hurricane-1-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/data_hurricane-1-1.points","3_visData/hurricane-1/hurricane-1-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/data_hurricane-1-1.toml","3_visData/hurricane-1/hurricane-1-1_DimRed-MDS_metric_True-random_state_42-dissimilarity_euclidean_SFalse/hurricane-1_PCA50_standardization_.toml",[data/resize],images,2_preprocessedData\standardization\hurricane-1_PCA50_standardization.csv
hurricane-1-2,"3_visData/hurricane-1/hurricane-1-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/data_hurricane-1-2.points","3_visData/hurricane-1/hurricane-1-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/data_hurricane-1-2.toml","3_visData/hurricane-1/hurricane-1-2_DimRed-MDS_metric_True-random_state_32489013-dissimilarity_euclidean_SFalse/hurricane-1_PCA50_standardization_.toml",[data/resize],images,2_preprocessedData\standardization\hurricane-1_PCA50_standardization.csv
